,drug_name,generic_code,global_name,drug_type,how_to_use,license_owner,license_expire,price,unit_price,GTIN,IRC,count_per_package,package_image,drug_image,usage,effect_process,farmakokintik,warnings,side_effects,Interference,advices,drug_url
259,MEBEVERINE,51854,MEBEVERINE HYDROCHLORIDE TABLET ORAL 135 mg,TABLET,ORAL,کارخانجات دارو پخش,1402/08/19,"[{'insurance': 'tamin', 'MinPrice': 2300000, 'MaxPrice': 2300000}, {'insurance': 'niro_mosalah', 'MinPrice': 350000, 'MaxPrice': 350000}]",4700,06260132426107,7158346340549771,50 TABLET in 5 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=c3012516-2566-4bdd-b425-c4ab29f1738a,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=c3012516-2566-4bdd-b425-c4ab29f1738a,اين دارو در درمان سندرم روده تحريک¬پذير مصرف مي¬شود.,,,در بيماران مبتلا به اختلالات کبد و کليه بايد با احتياط فراوان مصرف شود.,در بيماران مبتلا به اختلالات کبد و کليه بايد با احتياط فراوان مصرف شود.,,,https://irc.fda.gov.ir/NFI/Detail/3095
260,ISOSORBIDE DINITRATE SOHA,23212,ISOSORBIDE DINITRATE TABLET ORAL 10 mg,TABLET,ORAL,دارو سازی سها,1402/04/29,"[{'insurance': 'tamin', 'MinPrice': 2000000, 'MaxPrice': 2000000}, {'insurance': 'salamat', 'MinPrice': 7000, 'MaxPrice': 7000}, {'insurance': 'niro_mosalah', 'MinPrice': 158500, 'MaxPrice': 158500}]",1100,06260154312051,5712952504070468,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6d5da438-96c8-4c5d-8681-c9a7dfc35ea7,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6d5da438-96c8-4c5d-8681-c9a7dfc35ea7,ايزوسوربايد در پيشگيري و درمان آنژين صدري حاد و مزمن مصرف می¬شود.,,,"1- در صورت وجود كم¬خوني شديد، خونريزي مغزي، ضربه اخير به سر، گلوكوم، نارسایی شدید كليه، پركاري تيروئيد، سابقه انفاركتوس اخير قلبي با احتياط فراوان مصرف شود.
2- با مصرف طولاني مدت نيترات‌ها، ممكن است نسبت به اثر آن¬ها تحمل ايجاد شود و در نتيجه، نياز بيمار به دارو افزايش يابد.
3- به ¬دنبال مصرف مقادير زياد يا طولاني مدت، به ¬منظور جلوگيري از بروز حمله واجهشي آنژين ناشي از قطع مصرف دارو، مقدار مصرف بايد به ¬تدریج كاهش داده شود.
4- در صورت بروز تاري ديد يا خشكي د‌هان يا تشديد آن، مصرف دارو بايد قطع شود.","1- در صورت وجود كم¬خوني شديد، خونريزي مغزي، ضربه اخير به سر، گلوكوم، نارسایی شدید كليه، پركاري تيروئيد، سابقه انفاركتوس اخير قلبي با احتياط فراوان مصرف شود.
2- با مصرف طولاني مدت نيترات‌ها، ممكن است نسبت به اثر آن¬ها تحمل ايجاد شود و در نتيجه، نياز بيمار به دارو افزايش يابد.
3- به ¬دنبال مصرف مقادير زياد يا طولاني مدت، به ¬منظور جلوگيري از بروز حمله واجهشي آنژين ناشي از قطع مصرف دارو، مقدار مصرف بايد به ¬تدریج كاهش داده شود.
4- در صورت بروز تاري ديد يا خشكي د‌هان يا تشديد آن، مصرف دارو بايد قطع شود.",مصرف همزمان ايزوسوربايد با فرآورده¬هاي حاوي الكل، داروهاي پایين‎آورنده فشار خون يا داروهاي گشادكننده عروق ممكن است کمی فشار خون ناشي از اثرات ايزوسوربايد را تشديد كند.,"1- قرص معمولي و پيوسته¬رهش ايزوسوربايد را  باید با يك ليوان آب و با معده خالي مصرف نمود.
2- به ¬هنگام مصرف قرص زيرزباني، تا ¬زماني¬ كه قرص حل نشده باشد، از خوردن يا نوشيدن بايد خودداري شود.
3- از جويدن و خرد كردن قرص زيرزباني و پيوسته¬رهش بايد خودداري كرد.
4- با بروز اولين علائم حمله آنژين، بايد در حالت نشسته از قرص زيرزباني استفاده نمود. اثر قرص زيرزباني معمولاً طي 5 دقيقه ظاهر می¬شود.
5- قرص¬هاي معمولي و پيوسته¬رهش ايزوسوربايد، از حمله آنژين صدري جلوگيري مي-نمايند، ولي سبب رفع درد ناشي از حمله نمي¬شوند.
6- به ¬هنگام برخاستن از حالت خوابيده يا نشسته، بايد احتياط نمود.
7- به ¬هنگام ايستادن به ¬مدت طولاني يا فعاليت بدني همچنين در آب و هواي گرم بايد احتياط نمود.
8- سردرد،‌ عارضه معمولي نيترات¬ها است كه با ادامه درمان كاهش مي¬يابد. در صورت تداوم يا تشديد سردرد، مراجعه به پزشك ضروري است.",https://irc.fda.gov.ir/NFI/Detail/3833
261,AMLODIPINE,12359,AMLODIPINE (AS BESILATE) TABLET ORAL 10 mg,TABLET,ORAL,لابراتوارهای شهردارو,1400/05/01,"[{'insurance': 'tamin', 'MinPrice': 4983, 'MaxPrice': 37767}, {'insurance': 'salamat', 'MinPrice': 10098000, 'MaxPrice': 10098000}, {'insurance': 'niro_mosalah', 'MinPrice': 55000, 'MaxPrice': 55000}]",2400,06260195221312,5039556219281662,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=8050ad4b-1d43-4dbd-974a-8b983416bfbc,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=8050ad4b-1d43-4dbd-974a-8b983416bfbc,"آملوديپين براي كنترل آنژين كلاسيك، درمان پرفشاری خون و كنترل آنژين وازواسپاستيك يا آنژين ناپايدار مصرف می¬شود.
آملودیپین بصورت ترکیبی بال سایر داروهای موثر در بیماری های قلبی-عروقی دریک قرص واحد نیز در بازار داروئی وجود دارد. به بخش اشکال داروئی مراجعه شود.",,,اندازه¬گيري فشار خون، ثبت نوار قلبي و اندازه¬گيري ضربان قلب در طول مصرف اين دارو ضروري است.,اندازه¬گيري فشار خون، ثبت نوار قلبي و اندازه¬گيري ضربان قلب در طول مصرف اين دارو ضروري است.,در صورت مصرف همزمان داروهاي كاهنده پتاسيم خون با اين دارو، اثرات كاهنده فشار خون ممكن است تشديد شود. هنگام مصرف پروكائين¬آميد يا كينيدين همراه با اين دارو، بايد احتياط نمود، زيرا هر دو گروه از داروها، داراي اثرات اينوتروپيك منفي هستند. فراهمي¬زيستي اين دارو در صورت مصرف همزمان با ريفامپين ممكن است كاهش يابد.,"1- اين دارو زیادی فشار خون را درمان نمی¬کند، بلكه آن را كنترل مي¬نمايد. لذا مصرف آن ممكن است به مدت طولاني ضروري باشد.
2- نبض بيمار بايد كنترل شود و در صورتي¬كه كمتر از 50 بار در دقيقه باشد، به پزشك مراجعه شود.",https://irc.fda.gov.ir/NFI/Detail/4639
262,SYMBICORT,10427,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 160 ug/4.5 ug/1{dose} 60DOSE","POWDER, METERED",RESPIRATORY,Astrazeneca Ab,1397/12/15,"[{'insurance': 'niro_mosalah', 'MinPrice': 27500, 'MaxPrice': 27500}]",530000,07321839711961,3056261692673348,1 INHALER in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,این دارو در درمان آسم زمانی که ترکیب درمانی نیاز باشد و همچنین به ‌عنوان درمان نگه‌دارنده در انسداد مجاری تنفسی همراه یا COPD استفاده می‌شود.,,,"1- در صورت مصرف دوز بالای این دارو برای طولانی‌مدت موجب افزایش سطح کورتیزون و سرکوب محور هیپوتالاموس-هیپوفیز- آدرنال شود.
2- داروهای بتا دو آگونیست های طولانی اثر نظیر فورموترول، ریسک مرگ ناشی از آسم را افزایش می‌دهند. بنابراین ترکیب بودزوناید و فورموترول فقط باید در بیمارانی مصرف شود که بیماری آن‌ها با داروهای دیگر کنترل نشده است و یا به علت شدت بیماری نیاز به ترکیب درمانی دارند. 
3- مصرف طولانی‌مدت کورتیکواستروئید، موجب پوکی استخوان، سرکوب سیستم ایمنی و عفونت مجاری تنفسی تحتانی می‌شود.
4- این دارو در موارد برونکواسپاسم حاد نباید مصرف شود.
5-  در بیماران قلبی با فشارخون بالا که از داروهای بتابلاکر استفاده می‌کنند،  در بیماران هایپوکالمیا، کاتاراکت، گلوکوم، صرع، پوکی استخوان و دچار مشکلات تیروئید و در افراد دیابتی با احتیاط مصرف شود.","1- در صورت مصرف دوز بالای این دارو برای طولانی‌مدت موجب افزایش سطح کورتیزون و سرکوب محور هیپوتالاموس-هیپوفیز- آدرنال شود.
2- داروهای بتا دو آگونیست های طولانی اثر نظیر فورموترول، ریسک مرگ ناشی از آسم را افزایش می‌دهند. بنابراین ترکیب بودزوناید و فورموترول فقط باید در بیمارانی مصرف شود که بیماری آن‌ها با داروهای دیگر کنترل نشده است و یا به علت شدت بیماری نیاز به ترکیب درمانی دارند. 
3- مصرف طولانی‌مدت کورتیکواستروئید، موجب پوکی استخوان، سرکوب سیستم ایمنی و عفونت مجاری تنفسی تحتانی می‌شود.
4- این دارو در موارد برونکواسپاسم حاد نباید مصرف شود.
5-  در بیماران قلبی با فشارخون بالا که از داروهای بتابلاکر استفاده می‌کنند،  در بیماران هایپوکالمیا، کاتاراکت، گلوکوم، صرع، پوکی استخوان و دچار مشکلات تیروئید و در افراد دیابتی با احتیاط مصرف شود.",از مصرف همزمان بودزوناید و فورموترول با واکسن BCG، ناتالیزوماب، پیمکرولیموس و تاکرولیموس باید خودداری شود. بودزوناید و فورموترول ممکن است موجب افزایش سطح پلاسمایی آمفوتریسین بی، مدرهای لوپ، ناتالیزوماب، سمپاتومیمتیک ها و دیورتیک های تیازیدی شوند.,,https://irc.fda.gov.ir/NFI/Detail/4721
263,NORTRIPTYLINE,16506,NORTRIPTYLINE TABLET ORAL 25 mg,TABLET,ORAL,سبحان دارو,1403/02/17,"[{'insurance': 'tamin', 'MinPrice': 1000, 'MaxPrice': 3900}, {'insurance': 'salamat', 'MinPrice': 1200000, 'MaxPrice': 1200000}, {'insurance': 'niro_mosalah', 'MinPrice': 29000, 'MaxPrice': 29000}]",1870,06260538412261,4761261334261930,100 TABLET in 5 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=975949ac-3198-4393-bfee-86c146c14687,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=975949ac-3198-4393-bfee-86c146c14687,نورتریپتیلین براي درمان افسردگي تجويز می‌¬شود.,,,در صورت وجود آسم، اختلال دوقطبي، اختلالات خوني، گوارشي يا قلبي–عروقي، گلوكوم با زاويه بسته، افزايش فشار كره چشم، پركاري تيروئيد، هيپرتروفي پروستات، نارسایی ¬کبد یا کلیه، اسكيزوفرني، حملات تشنجي احتباس ادرار با احتياط فراوان مصرف شود.,در صورت وجود آسم، اختلال دوقطبي، اختلالات خوني، گوارشي يا قلبي–عروقي، گلوكوم با زاويه بسته، افزايش فشار كره چشم، پركاري تيروئيد، هيپرتروفي پروستات، نارسایی ¬کبد یا کلیه، اسكيزوفرني، حملات تشنجي احتباس ادرار با احتياط فراوان مصرف شود.,مصرف همزمان اين دارو با مهاركنندگان مونوآمين اكسيداز باعث تحريك CNS و افزایش فشار خون  می‌¬گردد. اين دارو از طريق كاهش آستانه تشنج با اثر دارو¬‌هاي ضدصرع، مقابله می‌¬کند. بعضي از دارو¬‌هاي ضدصرع با كاهش غلظت پلاسمايي نورتريپتيلين، اثر ضدافسردگي آن را كاهش مي¬‌دهند. اين دارو اثر کاهنده فشار خون كلونيدين و گوانیتیدین را كاهش مي‌دهد. مصرف همزمان اين دارو با فنوتيازين‎‌ها موجب افزايش عوارض جانبي ضد‎موسكاريني و تسكين‎¬بخش هر دو دارو می¬‌شود. همچنين احتمال بروز حملات تشنجي را افزايش مي‌¬دهد. مصرف همزمان اين دارو با دارو¬‌هاي مقلد سمپاتيك ممكن است سبب تشديد عوارض قلبی-عروقی و احتمالاً بروز آريتمي، تاكي¬كاردي يا افزايش فشار خون شود. مصرف همزمان اين دارو با دارو‌¬هاي ضدتيروئيد ممكن است خطر بروز آگرانولوسيتوز را افزايش دهد. مصرف همزمان فراورده¬‎‌هاي حاوي الكل و ساير دارو‌¬هاي مضعف CNS با اين دارو ممكن است سبب بروز ضعف شديد CNS، ضعف تنفسي و كاهش فشار خون شود. سايمتيدين با مهار متابوليسم اين دارو، غلظت پلاسمايي آن را افزايش مي¬‌دهد.,"1- از قطع ناگهاني مصرف دارو بايد پرهيز شود. در صورت نياز، كاهش مقدار مصرف به -تدریج در طول يك دوره حداقل 4 هفته¬‌اي بايد صورت گيرد.
2- در هفته‎¬هاي اول درمان به ¬دليل افزايش تمايل به خودكشي بايد بيمار تحت¬ نظر باشد.
3- براي شروع اثرات درماني اين دارو حداقل 2 هفته وقت لازم است.
4- به علت نيمه¬عمر طولاني دارو، تجويز یکبار¬ آن در موقع خواب،‌ كفايت می‌¬کند.
5- به بيمار بايد يادآوري شود كه در صورت بروز علائم ضد‎موسكاريني به درمان ادامه دهد، چون به اين اثرات تاحدي تحمل حاصل می‌¬شود.
6- در صورت وجود سابقه مصرف مهاركنندگان مونوآمين اكسيداز توسط بيمار، بايد دو هفته بعد از قطع مصرف آن، مصرف اين دارو را آغازنمود.
7- در صورت ضرورت مصرف داروي مهاركننده مونوآمين اكسيداز بايد حداقل يك هفته ميان قطع مصرف اين دارو و شروع مصرف داروي جديد فاصله ايجاد شود.
8-  اين دارو با ايجاد خواب¬‎آلودگي، ممكن است بر اعمالي كه نياز به مهارت دارند،‌ مثل رانندگي، تأثير بگذارد.
9-  به¬ دليل احتمال بروز منگي و سرگيجه، هنگام برخاستن ناگهاني از حالت خوابيده يا نشسته بايد احتياط نمود.
10-  با مصرف اين دارو، خشكي د‌هان ممكن است بروز نمايد. در صورت تداوم اين عارضه به ¬مدت بيش از 2 هفته، بايد به پزشك مراجعه نمود.",https://irc.fda.gov.ir/NFI/Detail/4163
264,TADAKIM,52440,TADALAFIL TABLET ORAL 20 mg,TABLET,ORAL,دارو سازی حکیم,1403/09/25,"[{'insurance': 'tamin', 'MinPrice': 1000, 'MaxPrice': 3467}, {'insurance': 'niro_mosalah', 'MinPrice': 29000, 'MaxPrice': 29000}]",12000,06260155880085,9561019137940735,4 TABLET in 1 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=72ebd561-446c-4a6f-81bd-ec9149de34eb,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=72ebd561-446c-4a6f-81bd-ec9149de34eb,این دارو در درمان زیادی فشار خون شریان ریوی، هیپرتروفی خوش‏خیم پروستات و اختلالات نعوظ در مردان مصرف می¬‏شود.,,,در صورت وجود کاهش فشار خون، بیماری دریچه¬‏ای آئورت یا میترال، انقباض پریکارد، کاردیومیوپاتی احتقانی، نارسایی بطن چپ، آریتمی¬‏های مخاطره¬آمیز، بیماری عروق کرونر، زیادی فشار خون کنترل نشده، بیماری انسداد عروق ریوی، بیماران در معرض خطر پریاپیسم، اختلالات آناتومیک آلت تناسلی و اختلالات مادرزادی دژنراتیو شبکیه چشم با احتیاط فراوان مصرف شود.,در صورت وجود کاهش فشار خون، بیماری دریچه¬‏ای آئورت یا میترال، انقباض پریکارد، کاردیومیوپاتی احتقانی، نارسایی بطن چپ، آریتمی¬‏های مخاطره¬آمیز، بیماری عروق کرونر، زیادی فشار خون کنترل نشده، بیماری انسداد عروق ریوی، بیماران در معرض خطر پریاپیسم، اختلالات آناتومیک آلت تناسلی و اختلالات مادرزادی دژنراتیو شبکیه چشم با احتیاط فراوان مصرف شود.,مصرف همزمان این دارو با نیترات¬‏ها ممکن است منجر به افت شدید فشار خون شود. مصرف این دارو با داروهای مسدد گیرنده آلفا-آدرنرژیک و سایر داروهای کاهنده‏ فشار خون و الکل، احتمال کاهش شدید فشار خون را افزایش می‏¬دهد. در صورت مصرف همزمان این دارو با داروهای مهارکننده آنزیم های کبدی متابولیسم این دارو کاهش می یابد.,"1- در صورت بروز درد قفسه سینه، گیجی، غش، صدای غیرعادی درگوش، اختلال بینایی و تغییر شنوایی مصرف این دارو باید قطع شود.
2- در صورت تداوم نعوظ برای مدتی بیش از 4 ساعت باید به اورژانس مراجعه شود.",https://irc.fda.gov.ir/NFI/Detail/4862
265,DIVALPROEX,10029,"VALPROATE SEMISODIUM TABLET, DELAYED RELEASE ORAL 500 mg","TABLET, DELAYED RELEASE",ORAL,داروسازی سامی ساز,1400/04/07,"[{'insurance': 'niro_mosalah', 'MinPrice': 24000, 'MaxPrice': 24000}]",8300,06260482600486,5983530197640221,"30 TABLET, DELAYED RELEASE in 3 BLISTER PACK in 1 BOX",https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=7f1dfd96-57a3-4319-8935-edc7068c0785,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=7f1dfd96-57a3-4319-8935-edc7068c0785,اين دارو در درمان صرع، اختلال دوقطبي و پيشگيری از ميگرن مصرف می¬‌شود.,,,"1- قبل از شروع درمان و در طول 6 ماه اول درمان با اين دارو، بايد عملكرد كبد تحت¬ نظر باشد.
2-  در صورت وجود نارسايي شديد كليه، لوپوس اريتماتوز سيستميك يا پورفيري با احتياط فراوان مصرف شود.
3-  اختلال عملكرد کبد (از جمله نارسايي كبدي كشنده) با مصرف اين دارو ممكن است در كودكان كمتر از3 سال، افرادي كه اختلالات متابوليك يا دژنراتيو دارند، در حالت اختلال ارگانيك مغزي يا تشنجات شديد همراه با عقب‎¬ماندگي ذهني، ‌بروز كند.
4- در صورت بروز درد حاد شكمي كه ممكن است نشانه پانكراتيت باشد، بايد مراقبت¬‌هاي لازم انجام شود.","1- قبل از شروع درمان و در طول 6 ماه اول درمان با اين دارو، بايد عملكرد كبد تحت¬ نظر باشد.
2-  در صورت وجود نارسايي شديد كليه، لوپوس اريتماتوز سيستميك يا پورفيري با احتياط فراوان مصرف شود.
3-  اختلال عملكرد کبد (از جمله نارسايي كبدي كشنده) با مصرف اين دارو ممكن است در كودكان كمتر از3 سال، افرادي كه اختلالات متابوليك يا دژنراتيو دارند، در حالت اختلال ارگانيك مغزي يا تشنجات شديد همراه با عقب‎¬ماندگي ذهني، ‌بروز كند.
4- در صورت بروز درد حاد شكمي كه ممكن است نشانه پانكراتيت باشد، بايد مراقبت¬‌هاي لازم انجام شود.",اين دارو غالباً غلظت پلاسمايي فنوباربيتال و فني‎¬توئين و گاهي نيز غلظت پلاسمايي اتوسوكسيميد و پريميدون را زياد می‌¬کند. دارو¬‌هاي ضدافسردگي و ضدجنون با كاهش آستانه تشنج، با اثر ضدتشنجي اين دارو مقابله می‌¬کنند. سايمتيدين با مهار آنزيم¬‌هاي كبدي،غلظت پلاسمايي والپروات را افزايش مي¬‌دهد. تجويز همزمان دارو¬‌هاي ضدصرع، موجب افزايش سميت دارو می‌¬گردد، بدون اين كه اثرات درمانی آن افزايش يابد.  كلروكين با اثر ضدتشنجي اين دارو مقابله می‌¬کند. غلظت سرمي و نيمه¬عمر والپروات، در صورت مصرف همزمان با كاربامازپين ممكن است كاهش يابد. نيمه¬عمر لاموتريژين، در صورت مصرف همزمان با اين دارو ممكن است افزايش يابد.,"-  قبل از شروع درمان با اين دارو از عدم وجود زمينه يا عوامل مستعدكننده خونريزي در بيمار بايد اطمينان حاصل شود.
2-  از قطع ناگهاني مصرف اين دارو بايد خودداري شود.
3-  به بيمار يا اطرافيان او علائم بروز اختلالات خوني يا كبدي بايد توضيح داده شود و توصيه می‌¬گردد كه در صورت بروز اين علائم به پزشك مراجعه شود.
4-  در صورتي كه با مصرف اين دارو، استفراغ، بي¬‎اشتهايي، زردی، خواب¬‎آلودگي يا عدم كنترل تشنج بروز كرد، بلافاصله درمان با اين دارو با نظر پزشک بايد متوقف گردد.
5- هنگام رانندگي يا كار با ماشين¬‎آلاتي كه نياز به هوشياري دارند، ‌بايد احتياط نمود.
6-  از شکستن، جویدن یا له کردن قرص‌¬ها باید خودداری نمود و آن¬ها را به ¬طور کامل همراه آب (و نه شیر) مصرف کرد.",https://irc.fda.gov.ir/NFI/Detail/4884
266,ACETAMINOPHEN/CODEINE-SHAFA,17831,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,TABLET,ORAL,لابراتوار داروسازی و بهداشتی شفا,1401/07/04,"[{'insurance': 'tamin', 'MinPrice': 1000, 'MaxPrice': 4667}, {'insurance': 'niro_mosalah', 'MinPrice': 4667, 'MaxPrice': 4667}]",2880,06260343618124,2090761592009323,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=426f51dd-1d17-436d-bb74-0beaf8b0970a,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=426f51dd-1d17-436d-bb74-0beaf8b0970a,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/4935
267,METFORTEX,12225,METFORMIN HYDROCHLORIDE TABLET ORAL 1000 mg,TABLET,ORAL,داروسازی تهران شیمی,1401/07/21,"[{'insurance': 'niro_mosalah', 'MinPrice': 13700, 'MaxPrice': 13700}]",3000,06260136665977,3926844242660372,30 TABLET in 3 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=259cdf42-8f88-4b69-b05b-ef32891c8ea6,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=259cdf42-8f88-4b69-b05b-ef32891c8ea6,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/5067
268,ROKIN,17568,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.03 mg,TABLET,ORAL,داروسازی ابوریحان,1398/06/28,"[{'insurance': 'tamin', 'MinPrice': 55000, 'MaxPrice': 55000}, {'insurance': 'salamat', 'MinPrice': 1250000, 'MaxPrice': 1250000}, {'insurance': 'niro_mosalah', 'MinPrice': 28000, 'MaxPrice': 28000}]",7100,06260164658019,2252641318875038,21 TABLET in 1 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=43af0e99-e5c8-45e9-87fe-4da44d6abb36,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=43af0e99-e5c8-45e9-87fe-4da44d6abb36,اين دارو عمدتاً به ¬منظور جلوگيري از بارداري به¬ كار می¬‌رود، ولي براي درمان ديسمنوره اولیه نيز مصرف مي¬شود.,,,,,برخي از تركيبات ضدباكتري مثل ريفامپين، تركيبات ضدصرع مانند كاربامازپين، فنوباربيتال، فني¬‎توئين و پريميدون و تركيبات ضدقارچ مانند گريزئوفولوين موجب افزايش متابوليسم قرص-‌هاي خوراکی جلوگیری از بارداري مي¬گردند. اين دارو با اثر دارو‌هاي ضدانعقاد خوراكي مثل وارفارين، مقابله می‌¬کند. غلظت پلاسمايي سيكلوسپورين نيز در تجويز همزمان با اين دارو، افزايش مي¬‎يابد.,"1- مصرف دارو در هنگام شب و قبل از خواب، از عوارض گوارشي دارو مي¬كاهد.
2- قرص¬‎‌ها بايد هر روز، در ساعت معين مصرف شوند. در صورت فراموش ¬كردن يك نوبت مصرف، به ¬محض به خاطر آوردن مصرف شود. در غیر این صورت در نوبت بعدي دو قرص مصرف گردد. در صورت فراموش نمودن مصرف قرص¬‌ها در دو روز متوالي، بايد در دو روز بعدي،‌ هر روز دو قرص و از روز سوم، طبق روال عادي مصرف شود. در صورت فراموش شدن مصرف قرص¬‎‌ها بيش از دو روز متوالي، بايد از ساير روش¬‌هاي جلوگيري از بارداري استفاده كرد تا در دوره قاعدگي بعدي، مصرف قرص¬‎‌ها مجدداً به¬طور منظم شروع شود.
3- در صورت انجام اعمال جراحي در افرادي كه از اين دارو استفاده مي¬‎نمايند، تغييرات زمان انعقاد خون بيمار بايد كنترل شود.
4- در صورت نياز به تغيير اين قرص¬‌ها به انواع ديگر قرص‎¬هاي جلوگيري از بارداري، مصرف داروي جديد بايد بلافاصله پس از مصرف آخرين قرص سري قبل، شروع شود.",https://irc.fda.gov.ir/NFI/Detail/5056
269,SODIUM CHLORIDE,52149,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.9 % 10MILLILITER","INJECTION, SOLUTION",PARENTERAL,داروسازی ثامن,1401/01/22,"[{'insurance': 'tamin', 'MinPrice': 1666, 'MaxPrice': 1707}, {'insurance': 'niro_mosalah', 'MinPrice': 24000, 'MaxPrice': 24000}]",10000,06260183820268,4095025396629776,20 AMPULE in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=7615dabc-91e6-4fab-9387-6d67afc54a7f,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=7615dabc-91e6-4fab-9387-6d67afc54a7f,اين محلول براي شستشوي حفرات بدن، بافت¬‌ها يا زخم‌¬ها، كاتتر قرار داده شده در مسير راه و لوله¬‎‌هاي درناژ در جراحي مصـرف می¬‌شـود,,,"1-  جذب سيستميك اين محلول ممكن است موجب افزايش بار مايع يا الكتروليت بدن و در نتيجه رقيق شدن الكتروليت¬‎‌هاي سرم، زيادشدن‌ آب بدن، حالات احتقاني يا خيز ريوي شود. 
2-  مصرف اين محلول براي شستشوي مجاري ادراري در بيماران مبتلا به نارسایی كليه يا اختلال قلبي-ريوي بايد با احتياط فراوان صورت گيرد. 
3-  در صورت بروز زيادي آب بدن يا افزايش بار الكتروليت بدن، مصرف دارو بايد قطع شود.","1-  جذب سيستميك اين محلول ممكن است موجب افزايش بار مايع يا الكتروليت بدن و در نتيجه رقيق شدن الكتروليت¬‎‌هاي سرم، زيادشدن‌ آب بدن، حالات احتقاني يا خيز ريوي شود. 
2-  مصرف اين محلول براي شستشوي مجاري ادراري در بيماران مبتلا به نارسایی كليه يا اختلال قلبي-ريوي بايد با احتياط فراوان صورت گيرد. 
3-  در صورت بروز زيادي آب بدن يا افزايش بار الكتروليت بدن، مصرف دارو بايد قطع شود.",,از تزريق اين محلول شستشو دهنده بايد خودداري شود.,https://irc.fda.gov.ir/NFI/Detail/5088
270,ETOPOSIDE MYLAN,11151,"ETOPOSIDE INJECTION, SOLUTION INTRAVENOUS 20 mg/1mL 10MILLILITER","INJECTION, SOLUTION",INTRAVENOUS,Mylan S.a.s,1400/05/10,"[{'insurance': 'tamin', 'MinPrice': 110000, 'MaxPrice': 110000}, {'insurance': 'salamat', 'MinPrice': 326700, 'MaxPrice': 326700}]",0,03400956245383,8627830262009068,200 MILLIGRAM in 1 VIAL,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,اتوپوزيد در درمان كارسينوم ريه نوع Small cell و بيضه، كارسينوم مثانه، پروستات، رحم، هپاتوما، رابدومیوسارکوما، لنفوم¬‎‌هاي هوچكيني و غيرهوچکيني، لوسمي حاد ميلوسيتيك و ساركوم اوينگ و كاپوسي مصرف می شود.,,,قبل از هربار مصرف خوراكي دارو، د‌هان از نظر وجود زخم باید بررسي شود.,قبل از هربار مصرف خوراكي دارو، د‌هان از نظر وجود زخم باید بررسي شود.,,"1-  براي جلوگيري از کاهش فشار خون، تجويز تزریقی دارو به ¬صورت انفوزيون و در مدت بيش از 60-30 دقيقه انجام شود. از تزريق سريع وريدي باید خودداري شود.
2- تعداد گرانولوسيت¬‎‌ها 14-7 روز پس از تجويز و تعداد پلاكت‌¬ها 16-9 روز پس از تجويز به حداقل مي¬‎رسد و در روز بيستم به ميزان طبيعي بر‎می‌گردد.",https://irc.fda.gov.ir/NFI/Detail/5070
